,0,1
109,0.1104571,0.72417736
110,-0.4027181,0.78512543
111,-1.6659783,-0.8847506
112,-1.7242731,0.1919327
113,1.1712267,-0.63225055
114,-0.48000446,-0.97640646
115,-0.4075972,-0.35418263
116,-0.31227338,0.60283864
117,-0.73933774,-0.9888651
118,-0.8189771,2.7285504
119,-1.4909126,-0.12564181
120,-0.5821374,1.4661852
121,-0.15582857,-0.66544855
122,-1.0803602,-1.0452088
123,0.856673,1.3073931
124,0.6523659,-0.041258387
125,-0.9112594,-0.68165916
126,1.0024759,0.07604752
127,0.35185823,-1.7098825
128,0.3800997,0.07181607
129,-0.59598535,-1.7072582
130,-1.2255328,-1.7182194
131,-1.4257927,-1.5743572
132,-0.10146405,-0.18878461
133,-0.37098345,0.15973948
134,-0.6526598,0.1637449
135,1.042945,0.3178277
136,0.36078975,1.8209089
137,-0.78894174,0.06484576
138,-0.75784636,0.10786453
139,-0.9038622,1.4601319
140,1.104083,-0.44713405
141,-0.6019282,-0.92383325
142,1.1862833,-1.279007
143,-1.1372244,1.5100873
144,1.0395473,1.5427685
145,-0.29686955,1.3161438
146,1.3777683,0.124211274
147,-1.186919,0.02256804
148,-0.7314534,0.7467101
149,0.77986795,-0.22686997
150,-0.79428416,1.2402681
151,-0.82417923,0.46444342
152,-1.515847,-0.13004118
153,-1.2341827,-0.4194739
154,-1.7328255,-0.72765917
155,1.3209274,-0.11833261
156,-0.21979183,0.014393961
157,0.7542601,0.23438904
158,0.12078667,0.85950565
159,-2.2439148,0.56108356
160,0.30518588,2.343129
161,1.1701043,0.17993978
162,-0.45762724,-1.7157384
163,0.09618667,-0.7191685
164,-0.13279413,0.72203034
165,0.663901,1.262572
166,0.029697279,2.1987295
167,-1.7858143,-1.5577571
168,-0.2833509,0.9643363
169,-1.039947,-0.5692363
170,0.56394553,0.8081189
171,0.10965284,1.7776641
172,0.59328455,0.10366249
173,-2.6486554,1.4510498
174,-0.3930199,0.33950025
175,-0.7669882,0.8110464
176,-0.95135695,1.3841059
177,1.0179933,-1.5166429
178,-1.6195521,1.2294438
179,-1.3145914,0.46682242
180,-0.6409187,0.90525067
181,-1.1345872,0.44085807
182,-0.63758445,2.6286626
183,-0.78332126,0.14401756
184,2.232195,-0.46201852
185,0.8254104,1.955125
186,0.4700858,-0.4903521
187,0.43408036,1.6314759
188,-2.1581686,-0.40665293
189,-0.7136208,-0.22736838
190,-1.2448174,0.9477316
191,-0.4697203,1.3889792
192,-0.12365364,1.296169
193,-0.08497027,1.9011327
194,-2.8146296,1.6347663
195,0.10741548,-1.3831664
196,0.4920713,-0.317743
197,2.0145223,-1.5159549
198,-1.0956869,0.6226135
199,1.4284694,1.2404066
200,0.3498897,-1.6491876
201,-0.31999204,-1.1564304
202,-2.063402,0.58330923
203,-1.0809524,-1.292679
204,-1.1594118,2.8630981
205,-0.6319864,-0.10797483
206,1.0956165,1.3803444
207,-0.40702865,-0.11606397
208,-1.5042291,0.4137846
209,0.1939918,1.8309264
210,-1.224407,0.6083457
211,0.5834125,-0.008700786
212,-0.09982817,-0.1882883
213,0.3324078,-1.9505179
214,-0.25178978,-1.4170796
215,-2.4845355,-1.8081609
216,0.35397393,1.547895
217,0.017459337,0.60388047
218,1.1792357,-0.8511261
219,-1.7349732,-0.8976128
220,-0.9372828,0.25767097
221,-0.3622213,-2.3617945
222,-0.31408876,0.79923445
223,-1.8580409,-0.72708493
224,-0.5999765,-0.63801754
225,-1.5909884,-0.23508267
226,-1.231193,0.59669787
227,0.51061976,1.0160286
228,0.7830847,-0.58692336
229,-0.6910861,-1.9970943
230,-3.0337384,-0.38449368
231,1.0714107,-0.9057496
232,0.1682098,-0.11635088
233,1.5088234,-0.38164103
234,-0.42966574,-0.50289655
235,0.649126,-1.5648868
236,0.3973333,-0.0900699
237,-0.8539562,0.23052777
238,-1.274334,-0.13143173
239,0.7118696,-0.76710063
240,-0.57759356,1.266172
241,0.15574148,0.5671225
242,-1.2330308,0.78041565
243,0.63906753,-1.5890298
244,1.1189847,1.3797503
245,-0.15017422,-1.0871338
246,-0.38466772,1.4685807
247,0.7846291,-0.52589947
248,0.7930264,1.275477
249,-1.3089293,-0.73465264
250,0.65194166,-0.19215374
251,1.2387581,0.25582376
252,-2.346753,-0.21891192
253,0.94035226,-0.075355686
254,-0.6362357,-0.841708
255,1.160368,0.1230851
256,0.747601,-1.9005551
257,-0.55479616,0.659608
258,0.19829418,-1.1165831
259,0.1627584,2.3156996
260,0.6089784,-0.38528717
261,-0.40904278,-2.504793
262,-1.5820986,0.09430801
263,0.021354921,-0.40718743
264,0.47008732,-1.2980547
265,1.3600044,0.35776925
266,-0.40775415,1.1875027
267,-0.15335178,1.2731894
268,-0.8713835,1.0378286
269,0.23393305,0.9033647
270,-0.12059089,-0.93649274
271,0.15680115,-1.1711487
272,1.5945867,0.7876006
273,-0.11917453,1.4171607
274,0.6797197,-0.36939502
275,-1.1427414,-1.5889721
276,0.29474512,2.9645033
277,0.46934137,0.5928295
278,1.4600649,-0.21404077
279,0.28374395,0.25097498
280,0.5028378,0.257645
281,0.9671889,-1.4176378
282,-0.7366118,-0.8659554
283,1.3656709,1.074846
284,-0.4596444,-0.13679467
285,1.4708105,1.9676806
286,1.7112675,0.67446697
287,-0.19182058,-0.3321755
288,0.2013501,0.058696914
289,-0.9774967,0.9732588
290,1.2347674,-2.506887
291,-0.76892495,-0.25572148
292,0.5808321,-0.68491083
293,0.15356548,0.97607803
294,0.79247284,1.2790282
295,0.6583657,1.3708346
296,0.97466934,0.2349557
297,-1.3658866,-0.017189752
298,1.7400727,-0.2357406
299,0.24322826,-1.8218502
300,-1.2310193,0.7888902
301,-1.3726999,-0.79401696
302,1.241329,-0.12970887
303,-1.7762824,-0.9675682
304,-0.26111415,1.0154737
305,0.9006769,-0.80830973
306,0.45359293,1.0107319
307,-0.72059685,-0.17202234
308,0.95936483,0.46101353
309,0.8968829,-1.140581
310,-0.5119507,1.4662311
311,0.7986182,-1.953151
312,0.31450805,-0.2911755
313,-1.4653271,-0.44527832
314,-1.6163136,-1.0831577
315,-0.07137208,-0.37055764
316,1.0919366,1.3110079
317,1.3799156,-1.7249986
318,-0.99420387,0.5269166
319,0.990287,-2.1576762
320,-1.6158847,-1.9603255
321,-1.7758551,-0.41773236
322,0.041732587,0.3179615
323,-0.78883046,1.0015148
324,1.4854131,-0.04519873
325,0.53582245,0.55420923
326,0.9397307,-0.13020071
327,0.16577435,-0.21792603
328,-1.3463513,-0.64163357
329,-0.03764247,-1.4764847
330,-2.4549186,0.08127386
331,-0.92328817,-0.32756087
332,0.7799621,-0.7416046
333,0.42750123,-0.4367809
334,-2.5480535,-0.90108865
335,-0.3614227,0.75432926
336,0.5891625,-0.81704056
337,-0.4696165,0.6701676
338,1.4712209,0.36877206
339,-0.4850236,0.22708066
340,-0.7393823,0.008418469
341,0.43745577,0.3365775
342,0.15170996,0.54458815
343,1.3764274,-1.36527
344,-0.8759244,1.0395362
345,1.3314533,-0.24808536
346,0.30838498,-1.0337005
347,-0.8613127,1.418072
348,-0.1344362,-1.0141963
349,0.22392891,-1.4747648
350,1.0023309,0.8735951
351,-0.6532712,0.26080742
352,-0.7127252,-0.50038344
353,-0.29619923,0.8885471
354,-1.228544,-2.509809
355,-0.5792646,1.2927086
356,0.44029087,-0.7035632
357,0.77011377,-0.24254875
358,1.287289,-1.5451905
359,-0.34522963,-0.6328416
360,0.14860623,0.42547494
361,-0.3930336,-1.4025726
362,0.085139334,-0.27904165
363,-0.84577084,0.082213916
364,2.010797,-0.1334194
365,-0.8578229,0.4557482
366,1.231339,-0.4149019
367,1.9340955,-0.016852641
368,-0.2785775,1.5752417
369,1.5130053,-0.61729896
370,0.05464477,-0.0075229304
371,-0.72024816,0.11994371
372,-0.98422307,0.012234578
373,1.3214146,-0.58857894
374,-1.0598412,0.31416398
375,-0.0075790193,0.37330174
376,0.019958114,-0.09650481
377,1.872134,1.036174
378,1.171151,0.8039649
379,0.92360187,1.171754
380,0.82130194,-0.21671335
381,1.2548101,1.9163806
382,1.7964164,-0.500271
383,0.85096437,0.48871687
384,0.5536667,0.8634008
385,-1.4459032,0.02981238
386,-1.4502559,0.4542121
387,0.40747187,-1.3709689
388,0.10707941,-1.2211672
389,-0.51150805,-0.21601643
390,-0.7028061,-1.7672763
391,1.6045563,0.028825462
392,0.6604298,-0.06164339
393,0.07838368,-1.9605744
394,1.7180966,0.17864531
395,1.1058016,1.99623
396,0.0015363572,2.8216946
397,0.48947504,-0.27961308
398,-1.030604,1.0341773
399,-0.15147747,-0.64177823
400,-0.18126906,-0.38070634
401,0.9603477,0.50556004
402,0.011913288,-0.21127868
403,1.3790923,0.41402006
404,0.1829748,-0.6655692
405,0.28031412,0.48549977
406,0.5981313,1.6486503
407,-0.16716155,-0.06850027
408,-0.91658807,0.79654676
409,-0.21135056,-0.5195697
410,0.63738835,2.273523
411,-0.5711686,-0.1567525
412,0.095830776,1.3832276
413,-0.16482808,0.25914177
414,0.36721352,-1.4425224
415,0.24176991,0.6175677
416,-0.7865096,-1.2841446
417,-0.023720302,1.0592754
418,-0.527715,0.87967795
419,1.9055489,-0.8068027
420,0.3178905,0.9973184
421,-0.12471043,1.9930272
422,2.645217,0.43060198
423,-0.5827305,0.71965015
424,-0.8485287,-1.6319968
425,-0.87414044,-3.152277
426,-0.8325907,-0.8046519
427,-0.2255889,-1.0477124
428,0.40982187,0.44267416
429,0.2625032,0.72416824
430,0.8528574,0.3163534
431,1.0356617,-1.0922145
432,-1.5109375,-0.38102794
433,0.0066895974,-0.33124244
434,-0.8918898,0.22151977
435,0.5902117,0.37856242
436,0.18971847,0.52902085
437,0.626854,-0.90056896
438,-0.33010763,-1.5726919
439,1.1138878,0.17260624
440,-0.9014776,0.95457935
441,1.7304384,1.1967181
442,-0.4947577,-1.0671978
443,0.037012566,-0.19814272
444,-1.0699091,-1.8369764
445,1.900401,-0.13329211
446,-0.88465774,-0.50978327
447,-1.1685709,-0.065987945
448,-0.9769775,-1.0386754
449,-1.841749,-0.35851648
450,0.08348945,-1.0592645
451,-0.46602002,-0.46883482
452,-0.58280575,-0.6174533
453,1.1108925,0.3655655
454,-1.7841892,0.65082926
455,-0.6706096,-2.753421
456,0.39080006,-0.016338155
457,-0.69974524,-0.044666167
458,0.3663685,1.1093298
459,-0.009405589,-0.025949078
460,-0.29469612,-0.5557697
461,0.43985844,1.6631927
462,1.1437227,-0.9958662
463,-0.019425133,-0.08858324
464,-0.6748156,0.6027491
465,-1.1367581,-0.9758697
466,0.95824236,0.6041511
467,-0.6126654,-2.0966485
468,0.21046922,-1.4968145
469,-0.52550095,1.0077947
470,-0.44023502,-0.5915588
471,-0.27205753,-1.056856
472,0.89233196,0.7245006
473,-0.5089688,0.45667353
474,-0.9128931,2.2769756
475,-2.0490673,-1.5440196
476,0.046769507,0.39696887
477,-1.315242,0.7865345
478,-0.85696703,0.22039261
479,2.1754036,0.625378
480,-0.4208364,0.81715363
481,-2.3231068,-0.897996
482,-0.42810565,0.44085863
483,-0.4185102,-1.0408357
484,1.031499,-3.06994
485,-0.8504262,-0.9767508
486,0.39730608,1.2038513
487,1.1048483,-0.40402994
488,1.4196138,0.6058853
489,1.0897644,1.525678
490,-0.9362261,1.2034513
491,-0.6731806,-0.6355332
492,-0.019069606,-1.0967855
493,0.67100984,-0.91984904
494,-2.4294944,-1.1600912
495,-0.08227288,2.8550634
496,1.4920788,-0.38732943
497,-0.06466763,-1.0835755
498,1.9283093,-0.32804912
499,-0.61238927,0.031185249
500,2.2800305,-1.4030818
501,-2.0719793,0.639311
502,-0.15235828,0.47926354
503,-1.2359629,1.3887395
504,-0.16748658,1.7164483
505,-0.15823226,1.049716
506,0.59743595,0.24670997
507,0.6092923,-0.18782431
508,0.56645447,0.75661194
509,-0.16470037,0.14785342
510,-0.84050953,-1.786095
511,-1.1363982,-1.4281272
512,-0.069419935,0.68577886
513,0.96983284,-0.29676715
514,0.38957566,1.1844146
515,-0.30178142,0.31016904
516,0.06913896,0.3701677
517,1.0788096,-2.008625
518,0.13696113,1.0682216
519,-1.2719717,0.5643373
520,1.3987865,-0.21398841
521,1.6296916,-2.3470771
522,0.900415,0.8264886
523,2.2451696,1.4269258
524,0.22447206,0.1656269
525,0.2367887,-0.10826754
526,0.67797285,-1.4811658
527,0.77554584,0.32280636
528,-0.17724735,-1.8337942
529,-0.0027432956,0.8074612
530,1.0385542,-1.3467431
531,-1.2438679,-0.19957288
532,0.09140683,-1.25639
533,0.1075834,1.2029351
534,0.27988744,1.1072305
535,-0.40194523,3.2010064
536,-0.1849766,1.348432
537,-1.380374,-1.104159
538,-0.20170876,-0.2863209
539,-0.33962536,0.31056446
540,0.759378,-0.76496375
541,-0.70064884,1.1489898
542,-1.3014696,-1.4715378
543,-0.2318253,-1.3777938
544,2.1221852,0.023509823
545,-0.76836604,-0.26669958
546,-0.10225788,-0.93887305
547,-0.18497589,0.73211557
548,0.6894394,0.21996151
549,0.44274378,0.7084701
550,-1.358369,3.6119182
551,-1.4541206,-0.3883277
552,-0.53189933,-1.0070415
553,0.2555189,-1.2252343
554,0.44883028,-0.2722525
555,0.043557912,0.19985026
556,-0.18744065,-1.6211687
557,-0.44025868,-0.53856903
558,-0.18488988,0.30727306
559,-1.7507352,0.5350636
560,0.45440787,-0.47067517
561,-0.5831435,1.0594833
562,0.43145448,-1.3239346
563,-0.4894351,1.0633835
564,1.4785781,1.0409924
565,-0.4889469,0.3593386
566,-0.7283725,0.30204663
567,0.64075524,-0.29677117
568,-1.4046092,-2.0075583
569,-0.37770253,-0.16904819
570,0.1804686,-1.6562482
571,-0.34880948,-2.3843582
572,2.2630384,0.32901648
573,-0.101352915,0.72275317
574,-0.08307767,0.05087768
575,1.6597406,0.33557948
576,0.017541189,-0.3056983
577,0.9150703,-0.12778273
578,-0.09893555,0.07498728
579,-0.4896358,-1.0877378
580,2.1284475,-2.0792398
581,-0.044745974,0.9130628
582,0.5281941,1.8521498
583,0.15485685,-0.27280006
584,2.0952501,0.046929523
585,-0.6302854,-0.5289252
586,0.75071764,0.018195719
587,-0.45356554,-0.7788695
588,1.1984363,-2.1853924
589,0.04660468,1.2761612
590,-0.022773433,1.3590412
591,-0.311754,-0.24645302
592,-0.32614893,-0.5125566
593,0.60585994,-1.3690761
594,0.1919733,1.2990179
595,-0.33876863,-0.5651314
596,0.68438584,0.47511664
597,0.6312364,1.5173165
598,-0.41477704,-0.9674779
599,0.029539548,-0.30821574
600,-0.58876103,-0.82161015
601,0.6252021,0.7463289
602,0.5565801,-0.51492447
603,-1.6679878,-1.2083275
604,0.09582512,0.3651592
605,-0.7387342,0.5727782
606,-0.099329114,1.0943037
607,-0.34929913,0.44634563
608,1.8227458,-1.4694823
609,0.2848029,0.682893
610,-0.17855161,-0.32874355
611,-0.30177018,-0.47455353
612,0.75642866,1.0521919
613,0.42422196,0.27546817
614,-0.12120276,-0.35360178
615,-0.094828814,-0.20342435
616,0.93486166,-1.4581037
617,0.08020567,-0.445828
618,-0.8779868,2.6433587
619,0.9775388,0.08051807
620,0.04880073,-0.5314983
621,-0.9772727,-1.568166
622,-0.03520184,-0.7491495
623,0.5142544,2.4040267
624,0.55958813,0.15992205
625,-1.9648577,1.0843059
626,-0.08036177,-1.2656131
627,-0.9916061,1.1544312
628,0.630352,-0.92210597
629,0.5260615,0.16716991
630,-0.48525038,1.6697807
631,0.5490193,1.8470004
632,1.0334148,-0.042324476
633,0.030696597,0.20106138
634,-1.1718751,-0.6942031
635,0.65262496,-0.92962974
636,0.34799168,1.8208966
637,0.1667135,-0.75793666
638,-0.061569072,0.8375106
639,-1.228158,0.04890899
640,-0.74625534,0.4508533
641,0.3443365,0.23089314
642,0.77706236,-0.73506176
643,-1.0704893,0.57356834
644,0.056308568,0.41733706
645,1.1138842,0.23303062
646,0.7719735,0.49499166
647,-0.87654346,-0.4380015
648,0.7135506,0.73271686
649,1.6577461,-0.53678334
650,-0.989727,1.0933826
651,1.2548827,-2.0886695
652,0.48660502,-0.4780429
653,-0.029530047,0.27272233
654,1.7777381,0.9698576
655,0.36177424,-0.7747162
656,0.45784277,0.9351161
657,0.08613329,-0.69166064
658,0.4529786,-0.7241976
659,-1.852632,0.25941905
660,0.78011596,0.7171182
661,-1.343938,0.4320921
662,1.6139045,0.11460279
663,-0.0066394806,1.0405898
664,0.5832462,-0.34505212
665,-0.433455,0.87034434
666,-0.6827875,1.2892221
667,0.88202816,-1.7783196
668,0.4982856,-0.37514505
669,-0.47523147,1.3856821
670,-0.6360807,-0.26508242
671,1.0411098,1.5578915
672,-0.8623419,0.65050876
673,0.51072425,-0.22045542
674,-0.32925847,-0.15635833
675,-0.46396527,0.82010335
676,1.4970105,-0.20757543
677,-0.012850918,-0.60756904
678,1.117048,-0.108851835
679,-2.4529657,-0.528422
680,0.17166615,-1.5617602
681,-0.22290692,-1.3190572
682,0.69995964,0.35327518
683,-0.9614255,-0.23404877
684,-0.6774427,1.1901352
685,-0.6601879,-0.293624
686,-0.23905644,-0.58268195
687,-0.27110368,-0.33232218
688,-0.6513744,0.5002421
689,-0.06048037,0.41294026
690,0.20447871,0.075770915
691,-1.0647911,0.17673676
692,0.26589122,1.0619835
693,-0.6446564,-1.6292074
694,-0.6098445,-0.40861022
695,-0.90897477,-1.3194705
696,-0.4843827,0.5616239
697,0.479611,1.1356667
698,-1.2712168,1.0282073
699,0.30822372,-0.57771415
700,-1.7889909,0.8385
701,1.3075701,-0.72985905
702,0.15882678,-0.41550174
703,-0.1452377,1.0269846
704,-0.19088319,-0.011856092
705,-0.6181415,-1.1076274
706,0.26374602,0.011451706
707,0.5928801,-0.466123
708,-1.7905471,0.3784051
709,-0.9753012,-0.5697083
710,1.392426,0.9766688
711,0.46018395,-0.22307579
712,-1.160168,0.41485137
713,-0.42376918,0.8049308
714,1.912731,-0.16421857
715,-1.0131052,-0.016344702
716,-0.5933623,0.73689413
717,-0.8304352,0.69329685
718,-0.7635291,0.020296114
719,-0.53806514,-1.4319069
720,-1.7773196,-0.4759732
721,-0.564366,-1.8845059
722,0.44856635,-0.21329673
723,-1.0877589,-1.3385497
724,0.7956736,-0.04104524
725,-1.629852,-1.2801785
726,-0.112266764,-1.1834809
727,-1.0225699,-0.599933
728,-0.21619982,-0.92537117
729,0.09566465,-0.6149099
730,0.71615136,0.8236492
731,-0.20525447,-0.37824756
732,-1.3048736,-1.0576007
733,-0.24260232,0.2408158
734,-0.964898,0.45099592
735,0.6234076,0.31824788
736,0.8889835,-0.5122097
737,0.06819403,0.9808566
738,-0.0108504845,-0.19739182
739,-0.5480456,1.4047525
740,-0.23710789,1.1477876
741,1.2271944,-0.40534088
742,-0.426389,0.91405
743,0.869511,0.65444493
744,-1.673844,0.52007025
745,1.52615,0.0023743687
746,-2.0875762,0.043811858
747,1.8914201,-1.0857674
748,-0.46035343,0.64720315
749,-0.4016881,-0.9088679
750,0.243414,-1.1200469
751,-0.53188634,-0.3657061
752,0.23432574,-1.0073874
753,-0.636232,-0.55519277
754,-1.305981,-2.149746
755,-0.15918784,0.10191335
756,-0.74742264,-0.7336718
757,1.5062199,1.4874382
758,0.17183869,-1.8081614
759,-0.25476062,-0.81482214
760,0.5992024,1.2946434
761,-0.93487465,-0.5072524
762,0.053240802,1.8591069
763,1.77383,-1.733302
764,0.9038945,0.62135416
765,0.22410409,-0.5461086
766,-0.5175504,0.29782903
767,-1.3430531,-0.47221366
768,1.2649672,0.17810865
769,0.9294701,-0.10573189
770,-0.86084694,-0.06901118
771,-0.3102997,0.17299286
772,-1.1771328,0.12470724
773,1.3609864,-1.3007386
774,2.2933335,-0.96241784
775,-0.04279339,-0.52630126
776,-0.36033222,0.09308773
777,-0.37837014,0.03037832
778,0.797136,1.0501933
779,-0.2186864,-0.4018134
780,-1.0458024,-0.76240164
781,0.8679049,1.3535271
782,0.59559137,0.6518155
783,0.7692394,-0.14413662
784,0.91488725,-1.059568
785,-1.0185049,0.24879204
786,0.7304677,-2.2833958
787,-0.35006317,1.5376372
788,0.81894463,0.9926047
789,-1.2686818,-1.6432104
790,0.79957306,1.2232641
791,1.6009666,0.25922462
792,0.47816038,0.61499596
793,0.49257925,-0.9524906
794,-0.34260923,0.38252214
795,-2.861475,0.8971076
796,-1.1486921,-0.66348946
797,0.016305892,0.29819694
798,0.0921036,-1.1603837
799,-1.8888375,-0.18111463
800,-1.5988363,0.46123642
801,0.82581544,0.26679277
802,2.6245902,-1.5791042
803,-1.091218,-1.0681552
804,-0.24468738,-0.6431064
805,-0.79758817,-0.84912413
806,1.1169002,-1.817837
807,-0.4106472,-2.1098614
808,0.1651215,0.9240747
809,-0.94711727,2.9041557
810,-2.0263,-0.24001323
811,1.6342002,0.10760913
812,0.26391044,-0.6335167
813,0.4982876,-0.7870516
814,0.30974886,0.5820642
815,-0.70638436,-1.7165293
816,-0.08848999,1.1432216
817,-0.45408452,0.029399604
818,-0.3458508,0.46261713
819,-0.64417225,0.9506338
820,-0.6534917,-0.20585853
821,-1.9467392,0.6524265
822,0.53332937,-0.32079482
823,-0.23882815,0.55500793
824,0.32239583,-2.1168203
825,0.359057,-0.09653896
826,-0.8624167,-0.9237491
827,-0.31409985,2.2904475
828,1.2597609,0.09717513
829,-0.835963,0.47311372
830,-0.97011065,-1.6469804
831,0.58392465,-0.5727826
832,-0.336416,1.808455
833,1.1763315,-2.560043
834,-0.32017344,-0.47942278
835,-1.3522478,1.4993771
836,-0.20657602,0.71984583
837,-0.97625065,0.01814554
838,-1.2383428,1.0999796
839,-0.79596806,-0.43932983
840,0.5984933,-0.08357169
841,-0.43136072,-0.9694465
842,1.1646391,0.41892344
843,0.18416007,-1.43949
844,-0.7034737,-0.4710393
845,-1.9530704,1.1973827
846,0.8612758,-0.55745953
847,-0.54316294,-1.2255428
848,0.5572328,1.0765848
849,-0.1913945,0.51160777
850,0.9763154,0.76772773
851,1.9470721,-0.43892542
852,0.07614333,0.49720496
853,0.16020122,0.62923205
854,0.72274077,-0.78168535
855,-0.489599,-0.56113154
856,0.569821,0.67889094
857,-0.7728706,-1.0681249
858,-0.83451337,-0.84420156
859,0.3024962,0.14153662
860,0.11279055,-2.0719888
861,0.30424875,-0.5051965
862,1.4757316,-0.018368246
863,0.7873824,-0.011775971
864,-0.68093246,-0.48635095
865,0.43299353,1.4775257
866,-0.72282726,-2.2975156
867,0.92389834,-0.069953404
868,-0.95278925,-0.9610263
869,-0.5403621,0.26577652
870,0.5400641,0.51565856
871,-0.87494,1.0547751
872,-0.9175228,0.6667823
873,-1.4551144,1.5214914
874,0.4371606,0.2809247
875,0.21689266,-0.1075244
876,-1.6049075,-0.68878525
877,-0.19360161,-0.6976169
878,0.26890957,-0.001994363
879,0.38881916,-0.49335474
880,-0.65223,-1.0223706
881,0.25738508,-0.27206442
882,-1.3307958,1.3597682
883,-0.82864606,-1.4092836
884,-1.2663769,-1.5621268
885,1.3038638,1.0498308
886,1.210594,0.6003978
887,0.7708271,-0.4360174
888,-0.9601509,-0.003238946
889,1.0172408,-1.4221774
890,1.4517226,-1.5575842
891,0.7850842,0.008939419
892,-0.29381385,-0.049908623
893,0.41681027,1.1127945
894,-0.29221576,2.086198
895,0.13435738,0.8459477
896,1.4081075,-1.3473868
897,-0.5599274,-0.72909313
898,-1.5671492,0.7044326
899,1.153764,-1.4738344
900,-1.074817,-2.2171173
901,-1.1658709,0.8500024
902,-2.129466,-0.060762078
903,0.42503282,-0.4350979
904,0.9286813,0.44944018
905,1.8093224,-0.8624285
906,-0.57440686,-0.5715613
907,-0.09139022,-1.0945972
908,0.7530292,-0.025895687
909,-1.6040602,-0.084573664
910,1.8423861,-1.8215559
911,0.6339352,0.34307137
912,-1.3122821,0.49554113
913,0.9568507,0.028492996
914,1.0674123,0.44418514
915,0.26173213,-0.23026769
916,-1.0154895,0.26434645
917,0.5800209,-0.22448443
918,-0.86632055,-0.2870617
919,0.8937949,1.6670691
920,-0.6823878,0.8037773
921,0.6158219,1.2284575
922,-0.13669866,0.58092976
923,0.16783926,-0.88556665
924,-1.627637,1.564395
925,-0.67538124,1.7421302
926,0.49649107,-1.6672802
927,-0.8295631,-1.1789688
928,0.12452153,-0.10844309
929,-0.6827224,-0.18310452
930,-1.861848,0.31435066
931,-0.34133223,-0.6326217
932,-1.1510841,0.35831365
933,1.0546428,-1.1893772
934,1.4876593,-1.2069386
935,-0.4049988,-0.44962388
936,-0.565995,1.1707275
937,-0.03621142,-0.479989
938,-0.7311593,1.0582569
